col0,col1,col2,col3,col4
Pioneer 11,Spaceport Florida Launch Complex 36,TRW Inc.,Pioneer Venus Orbiter,1973-04-06
Pioneer 5,Cape Canaveral Air Force Station Space Launch Complex 17,TRW Inc.,Pioneer P-30,1960-03-11
Pioneer 0,Cape Canaveral Air Force Station Space Launch Complex 17,TRW Inc.,Pioneer 1,1958-08-17
Luna 14,Gagarin's Start,Lavochkin,Luna 15,1968-04-07
Juno,Cape Canaveral Air Force Station,Lockheed Martin,OSIRIS-REx,2011-08-05
Pioneer 4,Cape Canaveral Air Force Station Launch Complex 5,Jet Propulsion Laboratory,Pioneer P-1,1959-03-03
Mariner 1,Cape Canaveral Air Force Station Launch Complex 12,Jet Propulsion Laboratory,Mariner 2,1962-07-22
Mariner 3,Cape Canaveral Air Force Station Launch Complex 13,Jet Propulsion Laboratory,Mariner 4,1964-11-05
Pioneer 10,Spaceport Florida Launch Complex 36,TRW Inc.,Pioneer 11,1972-03-03
New Horizons,Cape Canaveral Air Force Station Space Launch Complex 41,Johns Hopkins University Applied Physics Laboratory,Juno,2006-01-19
Voyager 1,Cape Canaveral Air Force Station Space Launch Complex 41,Jet Propulsion Laboratory,Voyager 2,1977-09-05
Dawn,Cape Canaveral Air Force Station Space Launch Complex 17,"University of California, Los Angeles",Kepler,2007-09-27
