col0,col1,col2,col3
death of Sean Cunningham,2011-11-08,RAF Scampton,breakdown
death of Francisco Franco,1975-11-20,Madrid,historical event
death of Brian Murphy,2000-08-31,Clayton Hotel Burlington Road,unlawful killing
death of Sean Cunningham,2011-11-08,RAF Scampton,malfunction
2018 Leicester City F.C. helicopter crash,2018-01-01,King Power Stadium,aircraft crash
shooting of Willie McCoy,2019-02-09,Vallejo,shooting
shooting of Anthony Lamar Smith,2011-12-20,St. Louis,shooting
death of Cleopatra,-0029-08-10T00:00:00Z,Alexandria,occurrence
death of JonBenét Ramsey,1996-12-01,Boulder,murder
shooting of Willie McCoy,2019-02-09,Vallejo,death
2018 Leicester City F.C. helicopter crash,2018-01-01,King Power Stadium,death
death of Francisco Franco,1975-11-20,Madrid,death
