col0,col1,col2,col3,col4,col5,col6,col7
Kejimkujik National Park,Halifax,Queens County,IUCN category II: National Park,Parks Canada,1974-01-01,Canada,403.7
Prince Edward Island National Park,Charlottetown,Queens County,IUCN category II: National Park,Parks Canada,1937-01-01,Canada,27
Pacific Rim National Park Reserve,Victoria,Alberni-Clayoquot Regional District,IUCN category II: National Park,Parks Canada,2001-01-01,Canada,510
Prince Edward Island National Park,Charlottetown,Kings County,IUCN category II: National Park,Parks Canada,1937-01-01,Canada,27
Mingan Archipelago National Park Reserve,Havre-Saint-Pierre,Minganie Regional County Municipality,IUCN category II: National Park,Parks Canada,1984-01-01,Canada,150.7
Ukkusiksalik National Park,Chesterfield Inlet,Kivalliq Region,IUCN category II: National Park,Parks Canada,2014-07-31,Canada,20885.86
Sirmilik National Park,Pond Inlet,Qikiqtaaluk Region,IUCN category II: National Park,Parks Canada,2001-02-19,Canada,22200
Auyuittuq National Park,Pangnirtung,Qikiqtaaluk Region,IUCN category II: National Park,Parks Canada,1976-04-09,Canada,19089
Qausuittuq National Park,Resolute,Qikiqtaaluk Region,IUCN category II: National Park,Parks Canada,2015-09-01,Canada,11000
Quttinirpaaq National Park,Grise Fiord,Qikiqtaaluk Region,IUCN category II: National Park,Parks Canada,1988-09-16,Canada,37775
Riding Mountain National Park,Dauphin,Division No. 17,IUCN category II: National Park,Parks Canada,1930-05-30,Canada,2967.7
Pacific Rim National Park Reserve,Victoria,Cowichan Valley Regional District,IUCN category II: National Park,Parks Canada,2001-01-01,Canada,510
Cape Breton Highlands National Park,Sydney,Victoria County,IUCN category II: National Park,Parks Canada,1936-06-23,Canada,948
Glacier National Park,Salmon Arm,Columbia-Shuswap Regional District,IUCN category II: National Park,Parks Canada,1886-10-10,Canada,1349
Mount Revelstoke National Park,Revelstoke,Columbia-Shuswap Regional District,IUCN category II: National Park,Parks Canada,1914-01-01,Canada,262.5
