col0,col1,col2,col3,col4
Toughmart,1526,Taroudant Province,rural commune of Morocco,UTC±00:00
Toubkal,1464,Taroudant Province,rural commune of Morocco,UTC±00:00
Tlauh,1740,Rhamna Province,rural commune of Morocco,UTC±00:00
Tizgzaouine,1107,Taroudant Province,rural commune of Morocco,UTC±00:00
Tisrasse,1141,Taroudant Province,rural commune of Morocco,UTC±00:00
Tisfane,532,Taroudant Province,rural commune of Morocco,UTC±00:00
Tinzart,1105,Taroudant Province,rural commune of Morocco,UTC±00:00
Tindine,739,Taroudant Province,rural commune of Morocco,UTC±00:00
Tassousfi,1390,Taroudant Province,rural commune of Morocco,UTC±00:00
Taouyalte,1370,Taroudant Province,rural commune of Morocco,UTC±00:00
Tamaloukte,1001,Taroudant Province,rural commune of Morocco,UTC±00:00
Talmakante,771,Taroudant Province,rural commune of Morocco,UTC±00:00
