col0,col1,col2,col3,col4,col5,col6
Soup Tureen,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Henri Auguste,public domain,item of collection or exhibition,Soup Tureen (cover)
Sugar Bowl,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Louis Rorimer,copyrighted,item of collection or exhibition,Sugar Bowl
Creamer,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Louis Rorimer,copyrighted,item of collection or exhibition,Creamer
Covered Tureen on Stand,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Henri Auguste,public domain,item of collection or exhibition,Covered Tureen on Stand (Pot à oille)
Stand for Soup Tureen,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Henri Auguste,public domain,item of collection or exhibition,Stand for Soup Tureen
Cream Jug,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Jacob Hurd,public domain,item of collection or exhibition,Cream Jug
Dessert Spoon with Hunt Scenes,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Paul Storr,public domain,item of collection or exhibition,Dessert Spoon with Hunt Scenes
Tankard,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Vernon Samuels,public domain,item of collection or exhibition,Tankard
Covered Tureen on Stand,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Juste-Aurèle Meissonnier,public domain,item of collection or exhibition,Covered Tureen on Stand (Pot-à-oille couvert)
Pair of Candelabra,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Peter Carl Fabergé,public domain,item of collection or exhibition,Pair of Candelabra
Covered Jug,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Jean-Valentin Morel,public domain,item of collection or exhibition,Covered Jug
Caster with Lid,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Andrew Tyler,public domain,item of collection or exhibition,Caster with Lid
Neo-Rococo Coffee Pot,Cleveland Museum of Art Open Access project,Cleveland Museum of Art,Samuel Kirk,public domain,item of collection or exhibition,Neo-Rococo Coffee Pot
