col0,col1,col2,col3
Morgan County,Allegany County,"National Register of Historic Places listings in Morgan County, West Virginia",593
Monroe County,Alleghany County,"National Register of Historic Places listings in Monroe County, West Virginia",1227
Hampshire County,Allegany County,"National Register of Historic Places listings in Hampshire County, West Virginia",1670
Cabell County,Lawrence County,"National Register of Historic Places listings in Cabell County, West Virginia",746
Barbour County,Tucker County,"National Register of Historic Places listings in Barbour County, West Virginia",888
Pendleton County,Augusta County,"National Register of Historic Places listings in Pendleton County, West Virginia",1808
Nicholas County,Webster County,"National Register of Historic Places listings in Nicholas County, West Virginia",1695
Monongalia County,Fayette County,"National Register of Historic Places listings in Monongalia County, West Virginia",948
Jefferson County,Clarke County,"National Register of Historic Places listings in Jefferson County, West Virginia",548
Hardy County,Grant County,"National Register of Historic Places listings in Hardy County, West Virginia",1514
