col0,col1,col2,col3,col4
Pembina County,North Dakota,1867-01-01,"National Register of Historic Places listings in Pembina County, North Dakota",0.2
Richland County,North Dakota,1873-01-01,"National Register of Historic Places listings in Richland County, North Dakota",0.7
McHenry County,North Dakota,1873-01-01,"National Register of Historic Places listings in McHenry County, North Dakota",2
Stutsman County,North Dakota,1873-01-01,"National Register of Historic Places listings in Stutsman County, North Dakota",3.3
Ramsey County,North Dakota,1873-01-01,"National Register of Historic Places listings in Ramsey County, North Dakota",8.8
Barnes County,North Dakota,1873-01-04,"National Register of Historic Places listings in Barnes County, North Dakota",1.4
Traill County,North Dakota,1875-01-01,"National Register of Historic Places listings in Traill County, North Dakota",0.07
Towner County,North Dakota,1883-01-01,National Register of Historic Places listings in North Dakota,1.6
Slope County,North Dakota,1915-01-01,National Register of Historic Places listings in North Dakota,0.3
Steele County,North Dakota,1883-01-01,National Register of Historic Places listings in North Dakota,0.5
Sargent County,North Dakota,1883-01-01,National Register of Historic Places listings in North Dakota,1
Ransom County,North Dakota,1881-04-04,National Register of Historic Places listings in North Dakota,0.2
Sheridan County,North Dakota,1873-01-01,National Register of Historic Places listings in North Dakota,3.3
Stark County,North Dakota,1879-01-01,National Register of Historic Places listings in North Dakota,0.4
McKenzie County,North Dakota,1905-01-01,National Register of Historic Places listings in North Dakota,3.5
