col0,col1,col2,col3,col4,col5
雨,legacy Hanzi,Radical 13,Basic Hanja for educational use,grade 1 kyōiku kanji,우
雪,kanji,⿱,Basic Hanja for educational use,grade 2 kyōiku kanji,설
兒,traditional Chinese characters,⿱,Basic Hanja for educational use,jinmeiyō kanji,예
亮,Hanja,口,Table of standardized forms for frequently used national characters,jinmeiyō kanji,량
箱,legacy Hanzi,𥫗,Table of hanja for personal names,grade 3 kyōiku kanji,상
兒,traditional Chinese characters,⿱,Basic Hanja for educational use,jinmeiyō kanji,아
情,kanji,青,Basic Hanja for educational use,grade 5 kyōiku kanji,정
天,legacy Hanzi,一,Basic Hanja for educational use,grade 1 kyōiku kanji,천
箱,kanji,⿱,Table of hanja for personal names,grade 3 kyōiku kanji,상
相,kanji,木,Table of hanja for personal names,grade 3 kyōiku kanji,상
