col0,col1,col2,col3,col4,col5,col6,col7
Essex County,6.4,county of New York,4964,"Elizabethtown (hamlet), New York","National Register of Historic Places listings in Essex County, New York",Essex County,Washington County
Hamilton County,5,county of New York,4682,"Lake Pleasant (hamlet), New York","National Register of Historic Places listings in Hamilton County, New York",Hamilton County,Warren County
Clinton County,7.1,county of New York,2895,Plattsburgh,"National Register of Historic Places listings in Clinton County, New York",Clinton County,Les Jardins-de-Napierville Regional County Municipality
Monroe County,52,county of New York,3537,Rochester,"National Register of Historic Places listings in Monroe County, New York",Monroe County,Wayne County
Lewis County,1.2,county of New York,3341,Lowville,"National Register of Historic Places listings in Lewis County, New York",Lewis County,Jefferson County
Chautauqua County,29,county of New York,3885,Mayville,"National Register of Historic Places listings in Chautauqua County, New York",Chautauqua County,Erie County
Oneida County,3.6,county of New York,3256,Utica,"National Register of Historic Places listings in Oneida County, New York",Oneida County,Otsego County
Genesee County,0.5,county of New York,1283,Batavia,"National Register of Historic Places listings in Genesee County, New York",Genesee County,Wyoming County
Essex County,6.4,county of New York,4964,"Elizabethtown (hamlet), New York","National Register of Historic Places listings in Essex County, New York",Essex County,Clinton County
Greene County,1.7,county of New York,1705,"Catskill (village), New York","National Register of Historic Places listings in Greene County, New York",Greene County,Ulster County
Monroe County,52,county of New York,3537,Rochester,"National Register of Historic Places listings in Monroe County, New York",Monroe County,Genesee County
