col0,col1,col2,col3,col4,col5,col6,col7
USS Ramsden,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Marvin Lee Ramsden,destroyer escort
USS Raby,Defoe Shipbuilding Company,Bay City,United States of America,Buckley-class destroyer escort,United States Navy,James J. Raby,destroyer escort
USS Poole,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Minor Butler Poole,destroyer escort
USS Pettit,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Robert Lee Pettit,destroyer escort
USS Mosley,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Walter Harold Mosley,destroyer escort
USS Moore,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Fred Kenneth Moore,destroyer escort
USS Mills,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Lloyd Jones Mills,destroyer escort
USS Menges,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Herbert Hugo Menges,destroyer escort
USS Martin H. Ray,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,"Martin H. Ray, Jr.",destroyer escort
USS Marsh,Defoe Shipbuilding Company,Bay City,United States of America,Buckley-class destroyer escort,United States Navy,"Benjamin R. Marsh, Jr.",destroyer escort
USS Marchand,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Roy Joseph Marchand,destroyer escort
