col0,col1,col2,col3,col4,col5
2MASS J18595660-3637118,horizontal branch star,NGC 6723,-1.41,-36.6199750108792,5558
2MASS J18592696-3640011,horizontal branch star,NGC 6723,-1.08,-36.6669627781729,5540
[GLS2015] 49317,horizontal branch star,NGC 6723,-1.26,-36.606304,5628
2MASS J18594156-3638300,horizontal branch star,NGC 6723,-1.19,-36.641673479894,5558
2MASS J18594272-3636269,horizontal branch star,NGC 6723,-1.14,-36.6075021258609,5477
Cl* NGC 6397 GVS 793,horizontal branch star,NGC 6397,-2.17,-53.5866630217238,5559
KIC 2569945,horizontal branch star,NGC 6791,0.58,37.839917189769,4515
KIC 2569055,horizontal branch star,NGC 6791,0.4,37.8386579140889,4500
Cl* NGC 6791 SBG 11957,horizontal branch star,NGC 6791,0.12,37.6843528175685,4430
SDSS J035233.78-061722.5,horizontal branch star,Sagittarius Stream,-0.83,-6.2895799289157,5308
SDSS J024636.73+001817.7,horizontal branch star,Sagittarius Stream,-0.77,0.3049455100525,5228
SDSS J121913.97+315240.6,horizontal branch star,Sagittarius Stream,-1.36,31.877956276093,5881
SDSS J031003.60+005429.3,horizontal branch star,Sagittarius Stream,-0.65,0.9081532306884,5263
SDSS J014216.18-082715.5,horizontal branch star,Sagittarius Stream,-1.1,-8.4543220849261,5256
SDSS J034540.05-052039.6,horizontal branch star,Sagittarius Stream,-1.3,-5.344339169185,5208
