col0,col1,col2,col3
Qassim League,Saudi Second Division,1963-01-01,association football league
STOK Elite Division,Cypriot Third Division,2015-01-01,association football league
Liga podadeña,Torneo Argentino Β,2005-01-01,association football league
Victorian State League Division 5,Victorian State League Division 4,2013-01-01,association football league
Lotto Sport Italia NRFL Division 1,Northern League,1965-01-01,association football league
Lebanese Third Division,Lebanese Second Division,1950-01-01,association football league
Linafa,Segunda División de Costa Rica,2008-01-01,association football league
Iran Football's 3rd Division,Iran Football's 2nd Division,2001-01-01,association football league
Liga Indonesia Premier Division,Liga 1,1994-01-01,association football league
K League 2,K League 1,2013-01-01,association football league
Chilean Cuarta División,Chilean Tercera División A,1983-01-01,association football league
Bezirksoberliga Oberpfalz,Landesliga Bayern-Mitte,1988-01-01,association football league
