col0,col1,col2,col3,col4,col5
War Cross for Military Valour,class of award,War Merit Cross (Italy),Award for Civil Valor,1922-01-07,Italy
Pro Ecclesia et Pontifice,religion-related award,Benemerenti medal,Order of St. Sylvester,1888-07-17,Vatican City
Croix de guerre 1914–1918,courage award,Croix de guerre 1939–1945,National Recognition Medal for Victims of Terrorism,1915-04-02,France
Cross of Valour,courage award,Cross of Merit for Bravery,Order of Polonia Restituta,1920-08-11,Poland
Croix de guerre 1939–1945,courage award,Croix de guerre des théâtres d'opérations extérieures,Croix de guerre 1914–1918,1939-09-26,France
Gallantry Cross,courage award,Air Gallantry Cross,Special Service Medal,1950-08-15,South Vietnam
Military Cross,courage award,Distinguished Flying Cross,Conspicuous Gallantry Cross,1914-12-28,United Kingdom
George Cross,courage award,Order of the Garter,Victoria Cross,1940-09-24,United Kingdom
Royal Red Cross,decoration,Distinguished Service Cross,Conspicuous Gallantry Cross,1883-04-27,United Kingdom
Life Saving Cross,civil decoration,Medal of the Order of the Cross of Vytis,Knight's Cross of the Order for Merits to Lithuania,1930-01-01,Lithuania
