col0,col1,col2,col3,col4,col5,col6
1990 All England Badminton Championships,1990-01-01,All England Badminton Championships,1990-03-17,1990-03-14,United Kingdom,WikiProject Badminton/tournament focus list
1989 All England Badminton Championships,1989-01-01,All England Badminton Championships,1989-03-19,1989-03-15,United Kingdom,WikiProject Badminton/tournament focus list
1988 All England Badminton Championships,1988-01-01,All England Badminton Championships,1988-03-20,1988-03-16,United Kingdom,WikiProject Badminton/tournament focus list
1987 All England Badminton Championships,1987-01-01,All England Badminton Championships,1987-03-15,1987-03-11,United Kingdom,WikiProject Badminton/tournament focus list
1983 All England Badminton Championships,1983-01-01,All England Badminton Championships,1983-03-27,1983-03-23,United Kingdom,WikiProject Badminton/tournament focus list
1986 All England Badminton Championships,1986-01-01,All England Badminton Championships,1986-03-16,1986-03-12,United Kingdom,WikiProject Badminton/tournament focus list
1982 All England Badminton Championships,1982-01-01,All England Badminton Championships,1982-03-28,1982-03-24,United Kingdom,WikiProject Badminton/tournament focus list
1981 All England Badminton Championships,1981-01-01,All England Badminton Championships,1981-03-29,1981-03-25,United Kingdom,WikiProject Badminton/tournament focus list
1980 All England Badminton Championships,1980-01-01,All England Badminton Championships,1980-03-23,1980-03-19,United Kingdom,WikiProject Badminton/tournament focus list
1978 All England Badminton Championships,1978-01-01,All England Badminton Championships,1978-03-18,1978-03-15,United Kingdom,WikiProject Badminton/tournament focus list
