col0,col1,col2,col3,col4
Budapest,geographical object,Jewish Encyclopedia of Brockhaus and Efron,52514,Istanbul
Szeged,big city,Brockhaus and Efron Encyclopedic Dictionary,280840000,Cambridge
Budapest,city with millions of inhabitants,Jewish Encyclopedia of Brockhaus and Efron,52514,Dublin
Szeged,county town,Jewish Encyclopedia of Brockhaus and Efron,280840000,Liège
Debrecen,town in Hungary,Brockhaus and Efron Encyclopedic Dictionary,461250000,Valea lui Mihai
Szeged,city,Brockhaus and Efron Encyclopedic Dictionary,280840000,Cambridge
Budapest,capital,Brockhaus and Efron Encyclopedic Dictionary,52514,New York City
Szombathely,city with municipal rights,Brockhaus and Efron Encyclopedic Dictionary,9750,Tours
Debrecen,town in Hungary,Brockhaus and Efron Encyclopedic Dictionary,461250000,Saint Petersburg
Zalaegerszeg,town in Hungary,Ottův slovník naučný,102.41,Târgu Mureș
Debrecen,city with county rights,Brockhaus and Efron Encyclopedic Dictionary,461250000,Saint Petersburg
