col0,col1,col2,col3,col4
Su-17,17.75,Sukhoi Design Bureau,tactical strike aircraft,Kh-25
B-52 Stratofortress,48.5,Boeing,strategic bombing,AGM-129 ACM
Su-17,17.75,Sukhoi Design Bureau,tactical strike aircraft,napalm
DB-7,14.62,Douglas,night fighter,Vickers K
F-106 Delta Dart,21.56,Convair,interceptor aircraft,M61 Vulcan
DB-7,14.62,Douglas,night fighter,Browning M1919
F-106 Delta Dart,21.56,Convair,interceptor aircraft,AIM-26 Falcon
A-4 Skyhawk,12.22,Ed Heinemann,carrier-based attack aircraft,Rockeye
Mirage III,14.8,Dassault Aviation,air superiority fighter,DEFA
A-4 Skyhawk,12.22,Ed Heinemann,carrier-based attack aircraft,Colt-Browning Mk 12
Mirage III,14.8,Dassault Aviation,air superiority fighter,AN-52
A-4 Skyhawk,12.22,Ed Heinemann,carrier-based attack aircraft,B57
