col0,col1,col2,col3,col4,col5,col6
"Robert Jones, Apothecary and Surgeon, Denbigh",anonymous,13.5,oil paint,Robert Jones,National Library of Wales,11
Pryse Pryse,Hugh Hughes,7.4,oil paint,Pryse Pryse,National Library of Wales,6.2
"Pryse Pryse, Gogerddan",anonymous,8.5,oil paint,Pryse Pryse,National Library of Wales,7
Pryse Pryse of Gogerddan,anonymous,5,oil paint,Pryse Pryse,National Library of Wales,4
Portrait of the MP for Cardigan,anonymous,8.5,oil paint,Pryse Pryse,National Library of Wales,6.5
"Pryse Pryse, Gogerddan",anonymous,8.5,ivory,Pryse Pryse,National Library of Wales,7
Pryse Pryse of Gogerddan,anonymous,5,ivory,Pryse Pryse,National Library of Wales,4
Portrait of the MP for Cardigan,anonymous,8.5,ivory,Pryse Pryse,National Library of Wales,6.5
Portrait of a Lady in a White Bonnet,anonymous,21.5,oil paint,bonnet,National Library of Wales,18
Pryse Pryse,Hugh Hughes,7.4,canvas,sideburns,National Library of Wales,6.2
Portrait of a Gentleman in a Black Coat,J. Langton Barnard,12.5,oil paint,sideburns,National Library of Wales,8.5
Pryse Pryse,Hugh Hughes,7.4,oil paint,sideburns,National Library of Wales,6.2
Portrait of the MP for Cardigan,anonymous,8.5,oil paint,sideburns,National Library of Wales,6.5
Portrait of a Gentleman in a Black Coat,J. Langton Barnard,12.5,ivory,sideburns,National Library of Wales,8.5
