col0,col1,col2,col3,col4
Corniche Cinema,City of Westminster,United Kingdom,Soho,adult movie theater
"Cinema XXX, Great Windmill Street",City of Westminster,United Kingdom,West End of London,adult movie theater
"Cinema XXX, Macclesfield Street",City of Westminster,United Kingdom,West End of London,adult movie theater
"Cinema Blue, Lisle Street",City of Westminster,United Kingdom,West End of London,adult movie theater
"Cinema Blue, Dean Street",City of Westminster,United Kingdom,Soho,adult movie theater
Empire Picture House,Kirklees,United Kingdom,Huddersfield,adult movie theater
Sternen Erotic Cinema,Zürich,Switzerland,Oerlikon,adult movie theater
Radiant Kino,Hamburg,Germany,St. Pauli,adult movie theater
The Prince of Wales,Cardiff,United Kingdom,Cardiff city centre,adult movie theater
Walter Kerr Theatre,Manhattan,United States of America,Midtown Manhattan,adult movie theater
Garden Theatre,Pittsburgh,United States of America,Central Northside,adult movie theater
Zita,Stockholm Municipality,Sweden,Östermalm,adult movie theater
