col0,col1,col2,col3,col4,col5
1995 Bausch & Lomb Championships,tennis tournament edition,1995-04-03,Amelia Island,United States of America,1996 WTA Tour
1993 Bausch & Lomb Championships,tennis tournament edition,1993-04-05,Amelia Island,United States of America,1993 WTA Tour
1994 Bausch & Lomb Championships,tennis tournament edition,1994-04-02,Amelia Island,United States of America,1994 WTA Tour
1992 Bausch & Lomb Championships,tennis tournament edition,1992-04-06,Amelia Island,United States of America,1992 WTA Tour
1989 Bausch & Lomb Championships,tennis tournament edition,1989-04-10,Amelia Island,United States of America,1989 WTA Tour
1991 Bausch & Lomb Championships,tennis tournament edition,1991-04-08,Amelia Island,United States of America,1991 WTA Tour
1990 Bausch & Lomb Championships,tennis tournament edition,1990-04-07,Amelia Island,United States of America,1990 WTA Tour
1987 WITA Championships,tennis tournament edition,1987-04-11,Amelia Island,United States of America,1987 Virginia Slims World Championship Series
1986 Sunkist WITA Championships,tennis tournament edition,1986-04-14,Amelia Island,United States of America,1986 Virginia Slims World Championship Series
1985 Sunkist WTA Championships,tennis tournament edition,1985-04-15,Amelia Island,United States of America,1986 Virginia Slims World Championship Series
1982 Murjani WTA Championships,tennis tournament edition,1982-04-19,Amelia Island,United States of America,1982 WTA Tour
1981 Murjani WTA Championships,tennis tournament edition,1981-04-20,Amelia Island,United States of America,1981 WTA Tour
