col0,col1,col2,col3,col4
Richmond,Virginia,Richmond,Olsztyn,457
Hampton,Virginia,Hampton,Southampton,3
Baltimore,Maryland,Baltimore,Piraeus,10
Virginia Beach,Virginia,Virginia Beach,Olongapo,6
Suffolk,Virginia,Suffolk,Oderzo,11
Norfolk,Virginia,Norfolk,Toulon,7
Alexandria,Virginia,Alexandria,Caen,12
Charlottesville,Virginia,Charlottesville,Besançon,181
Baltimore,Maryland,Baltimore,Rotterdam,10
Richmond,Virginia,Richmond,London Borough of Richmond upon Thames,457
St. Louis,Missouri,St. Louis,São Luís,142
