col0,col1,col2,col3,col4,col5,col6
2013 French Super Series – Men's doubles eigthfinals match 3,France,men's doubles,Stade Pierre de Coubertin,WikiProject Badminton/tournament focus list,2013-10-27,2013 French Super Series – Men's doubles eightfinals
2013 French Super Series – Men's doubles eigthfinals match 2,France,men's doubles,Stade Pierre de Coubertin,WikiProject Badminton/tournament focus list,2013-10-27,2013 French Super Series – Men's doubles eightfinals
2013 French Super Series – Men's doubles eigthfinals match 1,France,men's doubles,Stade Pierre de Coubertin,WikiProject Badminton/tournament focus list,2013-10-27,2013 French Super Series – Men's doubles eightfinals
Badminton at the 2018 Summer Youth Olympics – Mixed teams final,Argentina,mixed team,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-12,Badminton at the 2018 Summer Youth Olympics – Mixed teams
Badminton at the 2018 Summer Youth Olympics – Mixed teams bronze medal match,Argentina,mixed team,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-12,Badminton at the 2018 Summer Youth Olympics – Mixed teams
Badminton at the 2018 Summer Youth Olympics – Women's singles final,Argentina,women's singles,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-12,Badminton at the 2018 Summer Youth Olympics – Women's singles
Badminton at the 2018 Summer Youth Olympics – Women's singles bronze medal match,Argentina,women's singles,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-12,Badminton at the 2018 Summer Youth Olympics – Women's singles
Badminton at the 2018 Summer Youth Olympics – Women's singles quarterfinals match 2,Argentina,women's singles,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-10,Badminton at the 2018 Summer Youth Olympics – Women's singles
Badminton at the 2018 Summer Youth Olympics – Women's singles quarterfinals match 1,Argentina,women's singles,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-10,Badminton at the 2018 Summer Youth Olympics – Women's singles
Badminton at the 2018 Summer Youth Olympics – Men's singles final,Argentina,men's singles,Tecnópolis,WikiProject Badminton/tournament focus list,2018-10-12,Badminton at the 2018 Summer Youth Olympics – Men's singles
