col0,col1,col2,col3,col4,col5
Scyther,Scyther and Scizor,150,bug-type Pokémon,Pokémon universe,56
Masquerain,list of Pokémon introduced in Generation III,80,bug-type Pokémon,Pokémon universe,36
Scizor,Scyther and Scizor,180,bug-type Pokémon,Pokémon universe,118
Venonat,list of Pokémon introduced in Generation I,100,bug-type Pokémon,Pokémon universe,30
Pinsir,list of Pokémon introduced in Generation I,150,bug-type Pokémon,Pokémon universe,55
Heracross,list of Pokémon introduced in Generation II,150,bug-type Pokémon,Pokémon universe,54
Crustle,list of Pokémon introduced in Generation V,140,rock-type Pokémon,Pokémon universe,200
Charjabug,list of Pokémon introduced in Generation VII,50,electric-type Pokémon,Pokémon universe,105
Venonat,list of Pokémon introduced in Generation I,100,poison-type Pokémon,Pokémon universe,30
Sewaddle,list of Pokémon introduced in Generation V,30,grass-type Pokémon,Pokémon universe,2.5
