col0,col1,col2,col3
Shayan TV,2018-11-12,Shamil Usmanov street,Tatmedia
Cheddar,2016-01-01,New York City,Jon Steinberg
Shayan TV,2018-11-12,Shamil Usmanov street,Tatarstan — The new century (channel)
Tele Maroc,2017-05-01,Madrid,Rachid Niny
Pandora TV,2014-01-01,Rome,Giulietto Chiesa
Attessia TV,2015-05-18,Charguia,Moez Ben Gharbia
Match TV,2015-01-01,Olympic Avenue,Vladimir Putin
Kozoom,1998-09-01,France,Xavier Carrer
Fox Networks Group Latin America,2004-01-01,Los Angeles,Rupert Murdoch
Tsargrad TV,2014-09-01,Russia,Konstantin Malofeev
Espreso TV,2013-11-24,Kyiv,Mykola Kniazhytskyi
Noe,2008-03-01,San Salvador,Telecorporación Salvadoreña
Discovery Channel,1985-01-01,Silver Spring,John Hendricks
