col0,col1,col2,col3
Basketball at the 1996 Summer Olympics – Women's team rosters,Basketball at the 1996 Summer Olympics,1996-01-01,basketball
Basketball at the 1996 Summer Olympics – Men's team rosters,Basketball at the 1996 Summer Olympics,1996-01-01,basketball
Basketball at the 1988 Summer Olympics – Women's team rosters,Basketball at the 1988 Summer Olympics,1988-01-01,basketball
list of teams and cyclists in the 2018 Tour de France,2018 Tour de France,2018-01-01,road bicycle racing
list of teams and cyclists in the 2018 Giro d'Italia,2018 Giro d'Italia,2018-01-01,road bicycle racing
Ice hockey at the 2018 Winter Olympics – Men's team rosters,Ice hockey at the 2018 Winter Olympics,2018-01-01,ice hockey
Ice hockey at the 2018 Winter Olympics – Women's team rosters,Ice hockey at the 2018 Winter Olympics,2018-01-01,ice hockey
2018 European Men's Handball Championship squads,2018 European Men's Handball Championship,2018-01-01,handball
2017 World Athletics Championships Medal table,2017 World Championships in Athletics,2017-01-01,athletics
2000 European Men's Handball Championship squads,2000 European Men's Handball Championship,2000-01-01,handball
list of teams and cyclists in the 2017 Giro d'Italia,2017 Giro d'Italia,2017-01-01,road bicycle racing
"2017 Tour de France, Stage 1 to Stage 11",2017 Tour de France,2017-01-01,road bicycle racing
Field hockey at the 2016 Summer Olympics – Women's team squads,field hockey at the 2016 Summer Olympics,2016-01-01,field hockey
Field hockey at the 2016 Summer Olympics – Men's team squads,field hockey at the 2016 Summer Olympics,2016-01-01,field hockey
