col0,col1,col2,col3,col4,col5
short track speed skating at the 1988 Winter Olympics,Max Bell Centre,Sylvie Daigle,short track speed skating,Olympic sports discipline event,Canada
Ski jumping at the 1948 Winter Olympics,Olympiaschanze,Petter Hugsted,ski jumping,Olympic sports discipline event,Switzerland
Ski jumping at the 1960 Winter Olympics,Papoose Peak Jumps,Helmut Recknagel,ski jumping,Olympic sports discipline event,United States of America
Nordic combined at the 1952 Winter Olympics,Holmenkollbakken,Simon Slåttvik,Nordic combined,Olympic sports discipline event,Norway
Nordic combined at the 1960 Winter Olympics,Papoose Peak Jumps,Georg Thoma,Nordic combined,Olympic sports discipline event,United States of America
Ski jumping at the 1956 Winter Olympics,Trampolino Olimpico,Antti Hyvärinen,ski jumping,Olympic sports discipline event,Italy
Ski jumping at the 1932 Winter Olympics,Lake Placid Olympic Ski Jumping Complex,Birger Ruud,ski jumping,Olympic sports discipline event,United States of America
Nordic combined at the 1932 Winter Olympics,Lake Placid Olympic Ski Jumping Complex,Johan Grøttumsbråten,Nordic combined,Olympic sports discipline event,United States of America
Nordic combined at the 1928 Winter Olympics,Olympiaschanze,Johan Grøttumsbråten,Nordic combined,Olympic sports discipline event,Switzerland
Rugby union at the 1908 Summer Olympics,White City Stadium,Australia national rugby union team,rugby,Olympic sports discipline event,United Kingdom of Great Britain and Ireland
Rugby union at the 1900 Summer Olympics,Vélodrome de Vincennes,Union des Sociétés Françaises de Sports Athlétiques,rugby,Olympic sports discipline event,France
