col0,col1,col2,col3,col4,col5
Soyuz TM-17,rocket launch,Baikonur Cosmodrome,51.65,1994-01-14,Kazakhstan
Soyuz TM-16,rocket launch,Baikonur Cosmodrome,51.64,1993-07-22,Kazakhstan
Soyuz TM-9,rocket launch,Baikonur Cosmodrome,51.63,1990-08-09,Kazakhstan
Soyuz TM-21,rocket launch,Baikonur Cosmodrome,51.64,1995-09-11,Kazakhstan
Soyuz TM-8,rocket launch,Baikonur Cosmodrome,51.63,1990-04-19,Kazakhstan
Soyuz TM-32,rocket launch,Baikonur Cosmodrome,51.66,2001-10-31,Kazakhstan
Soyuz TM-31,rocket launch,Baikonur Cosmodrome,51.57,2001-05-06,Kazakhstan
Soyuz TM-28,rocket launch,Baikonur Cosmodrome,51.68,1999-08-28,Kazakhstan
Soyuz TM-29,rocket launch,Baikonur Cosmodrome,51.66,1999-08-28,Kazakhstan
Soyuz TM-34,rocket launch,Baikonur Cosmodrome,51.64,2002-11-10,Kazakhstan
Soyuz TM-4,rocket launch,Baikonur Cosmodrome,51.64,1988-06-17,Kazakhstan
Soyuz TM-3,rocket launch,Baikonur Cosmodrome,51.63,1987-12-29,Kazakhstan
Soyuz TM-7,rocket launch,Baikonur Cosmodrome,51.64,1989-04-27,Kazakhstan
Soyuz TM-23,rocket launch,Baikonur Cosmodrome,51.6,1996-09-02,Kazakhstan
