col0,col1,col2,col3
St. Prophet Elijah,St. Trinity,25,Bansko art school
Christ Pantocrator,Zagrade,100,Bansko art school
Christ Pantocrator enthroned,Dolno Draglishte,51,Bansko art school
The Blessing Christ,"Osenovo, Blagoevgrad Province",67,Bansko art school
Council of the Archangels,Leshko,80,Bansko art school
St. Nicholas,Leshko,80,Bansko art school
St. John the Forerunner,Leshko,79,Bansko art school
Supraiconostasic Crucifix,Gostun,82,Bansko art school
St. George,Gostun,26,Bansko art school
St. George,Buchino,23.5,Bansko art school
St. George the Trophybearer,Buchino,38,Bansko art school
