col0,col1,col2,col3,col4,col5
Second Temple of Hera,archaeological site,Paestum,Capaccio,Hera,Italy
Asclepeion of Paros,Asclepeion,Parikia,Municipality of Paros,Asclepius,Greece
Temple of Athena,ancient Greek temple,Smyrna,İzmir,Athena,Turkey
Zeus Sosipolis Temple,ancient Greek temple,Magnesia on the Maeander,Tekin,Zeus,Turkey
Temple of Artemis in Magnesia on the Maeander,ancient Greek temple,Magnesia on the Maeander,Tekin,Artemis,Turkey
Delphinium Miletus,ancient Greek temple,Miletus,Balat,Apollo,Turkey
Asclepeion of Paros,ancient Greek temple,Parikia,Municipality of Paros,Asclepius,Greece
Temple of Aphrodite at Acrocorinth,ancient Greek temple,Acrocorinth,Corinth Municipality,Aphrodite,Greece
Temple of Athena Chalkioikos,ancient Greek temple,Sparti,Laconia,Athena Khalkioikos,Greece
Temple of Poseidon,ancient Greek temple,Cape Matapan,East Mani,Poseidon,Greece
Temple of the Athenians in Delos,ancient Greek temple,Delos,Mykonos Municipality,Apollo,Greece
