col0,col1,col2,col3,col4,col5,col6
Bartow County,Francis S. Bartow,1832-12-03,Bartow County,county of Georgia,Georgia,2.2
Brooks County,Preston Brooks,1858-01-01,Brooks County,county of Georgia,Georgia,1
Bulloch County,Archibald Bulloch,1796-02-08,Bulloch County,county of Georgia,Georgia,2.3
Glynn County,John Glynn,1777-02-05,Glynn County,county of Georgia,Georgia,28.3
Pierce County,Franklin Pierce,1857-12-08,Pierce County,county of Georgia,Georgia,7.8
Greene County,Nathanael Greene,1786-01-01,Greene County,county of Georgia,Georgia,4.6
Early County,Peter Early,1818-01-01,Early County,county of Georgia,Georgia,0.7
Cherokee County,Cherokee,1830-12-21,Cherokee County,county of Georgia,Georgia,2.9
Dade County,Francis L. Dade,1837-01-01,Dade County,county of Georgia,Georgia,0.1
Fulton County,Hamilton Fulton,1853-12-20,Fulton County,county of Georgia,Georgia,1.4
Crawford County,William H. Crawford,1822-12-09,Crawford County,county of Georgia,Georgia,0.5
Jefferson County,Thomas Jefferson,1796-02-20,Jefferson County,county of Georgia,Georgia,0.6
