col0,col1,col2,col3
Friends' Meeting House,Grade II listed building,Eden,friends meeting house
Society Of Friends,Grade II listed building,Cotherstone,friends meeting house
Friends' Meeting House,Grade II listed building,Pickering,friends meeting house
Friends Meeting House,Grade II listed building,Denby Dale,friends meeting house
Friends Meeting House,Grade II listed building,Leeds,friends meeting house
Friends Meeting House,Grade II listed building,Street,friends meeting house
Friends' Meeting House,Grade II listed building,Chipping Campden,friends meeting house
Meeting-House Of Religious Society Of Friends,Grade II listed building,Dorset,friends meeting house
Friends Meeting House,Grade II listed building,"Bainbridge, North Yorkshire",friends meeting house
Friends Meeting House,Grade II listed building,Bewdley,friends meeting house
Friends Meeting House,Grade II listed building,Wandsworth,friends meeting house
Friends Meeting House,Grade II listed building,Nailsworth,friends meeting house
Number 24 And Friends Meeting House,Grade II listed building,Thirsk,friends meeting house
Friends Meeting House,Grade II listed building,Manchester,friends meeting house
