col0,col1,col2,col3,col4
Adoration of the Magi,Christianity,public domain,301.5,painting
Albani Torlonia Polyptych,Christianity,public domain,174,painting
Ghent Altarpiece,Christianity,public domain,3.4,painting
"Madonna and Child, Saints Francis, John the Baptist, John the Evangelist and Anthony of Padua",Christianity,public domain,100,polyptych
"Polyptych with Saint James Major, Madonna and Child, and Saints",Christianity,public domain,214.9,polyptych
Virgin with Child and Four Saints,Christianity,public domain,172,polyptych
San Domenico in Camerino Polyptych,Christianity,public domain,170,polyptych
Polyptych,Christianity,public domain,75,polyptych
Polyptych of Madonna and child with saints,Christianity,public domain,110,polyptych
Averoldi Polyptych,Christianity,public domain,278,polyptych
