col0,col1,col2,col3,col4,col5,col6,col7
2006 World Rowing Cup II,Lake Malta,World Rowing Cup regatta,2006 World Rowing Cup,International Rowing Federation,2006-01-01,2006-06-15,Poland
2006 World Rowing Cup I,Oberschleißheim Regatta Course,World Rowing Cup regatta,2006 World Rowing Cup,International Rowing Federation,2006-01-01,2006-05-25,Germany
2005 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2005 World Rowing Cup,International Rowing Federation,2005-01-01,2005-07-08,Switzerland
2005 World Rowing Cup II,Oberschleißheim Regatta Course,World Rowing Cup regatta,2005 World Rowing Cup,International Rowing Federation,2005-01-01,2005-06-17,Germany
2005 World Rowing Cup I,Dorney Lake,World Rowing Cup regatta,2005 World Rowing Cup,International Rowing Federation,2005-01-01,2005-05-26,United Kingdom
2004 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2004 World Rowing Cup,International Rowing Federation,2004-01-01,2004-06-18,Switzerland
2004 World Rowing Cup II,Oberschleißheim Regatta Course,World Rowing Cup regatta,2004 World Rowing Cup,International Rowing Federation,2004-01-01,2004-05-27,Germany
2004 World Rowing Cup I,Lake Malta,World Rowing Cup regatta,2004 World Rowing Cup,International Rowing Federation,2004-01-01,2004-05-07,Poland
2003 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2003 World Rowing Cup,International Rowing Federation,2003-01-01,2003-07-11,Switzerland
2003 World Rowing Cup II,Oberschleißheim Regatta Course,World Rowing Cup regatta,2003 World Rowing Cup,International Rowing Federation,2003-01-01,2003-06-20,Germany
2003 World Rowing Cup I,Idroscalo di Milano,World Rowing Cup regatta,2003 World Rowing Cup,International Rowing Federation,2003-01-01,2003-05-29,Italy
2002 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2002 World Rowing Cup,International Rowing Federation,2002-01-01,2002-08-01,Switzerland
2002 World Rowing Cup II,Oberschleißheim Regatta Course,World Rowing Cup regatta,2002 World Rowing Cup,International Rowing Federation,2002-01-01,2002-07-12,Germany
2002 World Rowing Cup I,Hazewinkel,World Rowing Cup regatta,2002 World Rowing Cup,International Rowing Federation,2002-01-01,2002-06-14,Belgium
2001 World Rowing Cup IV,Oberschleißheim Regatta Course,World Rowing Cup regatta,2001 World Rowing Cup,International Rowing Federation,2001-01-01,2001-07-13,Germany
