col0,col1,col2,col3,col4
Exposure assessment at a beryllium ceramics facility following implementation of a dermal protection program,2004-05-08,National Institute for Occupational Safety and Health,beryllium,abstract
"Correlation between CYP1A1 RNA transcript, protein level, enzyme activity, and DNA adducts in primary normal human mammary epithelial cells exposed to benzo[a]pyrene",2014-09-01,National Institute for Occupational Safety and Health,benzo[a]pyrene,abstract
TRAIL enhances proteasome inhibitor-induced apoptosis in human malignant pleural mesothelioma cells through promoting caspase activation and Mcl-1 protein cleavage,2009-04-01,National Institute for Occupational Safety and Health,asbestos,abstract
Metal-induced oxidative stress and cellular responses,2006-03-01,National Institute for Occupational Safety and Health,cancer research,abstract
Estimating emmission factors in a capacitor factory using a modified two-zone model,2006-05-13,National Institute for Occupational Safety and Health,isoamyl acetate,abstract
Particle penetration through intact skin and a method for determining potential exposure through surface contamination,2001-01-01,National Institute for Occupational Safety and Health,beryllium,abstract
Recovery gait following an unexpected slip,2009-08-01,National Institute for Occupational Safety and Health,public security,abstract
A follow-back study of work-related assaults treated in the United States hospital emergency departments,2003-11-16,National Institute for Occupational Safety and Health,occupational traumatic injury,abstract
Effects of carbon-based nanomaterials on primary human immune-competent cells,2012-03-01,National Institute for Occupational Safety and Health,carbon,abstract
Effects of pristine and nitrogen-doped multiwalled carbon nanotubes,2015-03-01,National Institute for Occupational Safety and Health,carbon,abstract
