col0,col1,col2,col3
WTA tennis tournament ID,ATP player ID,Women's Tennis Association,Wikidata property for an identifier
Irish Rugby Football Union women's player ID,Irish Rugby Football Union men's player ID,Irish Rugby Football Union,Wikidata property for authority control for people
Basketball-Reference.com WNBA coach ID,WNBA player ID,Basketball-Reference.com,Wikidata property for authority control for people
Basketball-Reference.com WNBA player ID,Basketball-Reference.com NBA player ID,Basketball-Reference.com,Wikidata property for authority control for people
Women's Basketball Hall of Fame ID,WNBA player ID,Women's Basketball Hall of Fame,Wikidata property for authority control for people
Women's Collegiate Tennis Hall of Fame ID,Tennis Hall of Fame player ID,Women's Collegiate Tennis Hall of Fame,Wikidata property for authority control for people
LFB player ID,WNBA player ID,Ligue Féminine de Basketball,Wikidata property for authority control for people
Soccerdonna player ID,Footoféminin.fr player ID,Soccerdonna,Wikidata property for authority control for people
LFH player ID,LNH player ID,Ligue Féminine de Handball,Wikidata property for authority control for people
Lega Pallavolo Serie A Femminile player ID,Lega Pallavolo Serie A player ID,Lega Pallavolo Serie A femminile,Wikidata property for authority control for people
ALPG Tour golf player ID,LPGA Tour golf player ID,ALPG Tour,Wikidata property for authority control for people
Track and Field Statistics female athlete ID,Track and Field Statistics male athlete ID,Track and Field Statistics,Wikidata property for authority control for people
Ladies European Tour golf player ID,LPGA Tour golf player ID,Ladies European Tour,Wikidata property for authority control for people
Tilastopaja female athlete ID,Tilastopaja male athlete ID,Tilastopaja,Wikidata property for authority control for people
