col0,col1,col2,col3,col4,col5,col6,col7
Mirai Sentai Timeranger,2001-02-11,Japanese,Super Sentai,1,51,Japan,Kyuukyuu Sentai GoGoFive
Chōriki Sentai Ohranger,1996-02-23,Japanese,Super Sentai,1,48,Japan,Ninja Sentai Kakuranger
Gosei Sentai Dairanger,1994-02-11,Japanese,Super Sentai,1,50,Japan,Kyōryū Sentai Zyuranger
Chōjin Sentai Jetman,1992-02-14,Japanese,Super Sentai,1,51,Japan,Chikyu Sentai Fiveman
Seijuu Sentai Gingaman,1999-02-14,Japanese,Super Sentai,1,50,Japan,Denji Sentai Megaranger
Tokusou Sentai Dekaranger,2005-02-06,Japanese,Super Sentai,1,50,Japan,Bakuryū Sentai Abaranger
Tensou Sentai Goseiger,2011-02-06,Japanese,Super Sentai,1,50,Japan,Samurai Sentai Shinkenger
Choudenshi Bioman,1985-01-26,Japanese,Super Sentai,1,51,Japan,Kagaku Sentai Dynaman
J.A.K.Q. Dengekitai,1977-12-24,Japanese,Super Sentai,1,35,Japan,Himitsu Sentai Gorenger
Hikari Sentai Maskman,1988-02-20,Japanese,Super Sentai,1,51,Japan,Choushinsei Flashman
Juken Sentai Gekiranger,2008-02-10,Japanese,Super Sentai,1,49,Japan,GoGo Sentai Boukenger
Kyōryū Sentai Zyuranger,1993-02-12,Japanese,Super Sentai,1,50,Japan,Chōjin Sentai Jetman
Denshi Sentai Denziman,1981-01-31,Japanese,Super Sentai,1,51,Japan,Battle Fever J
Choujuu Sentai Liveman,1989-02-18,Japanese,Super Sentai,1,49,Japan,Hikari Sentai Maskman
