col0,col1,col2,col3,col4
Oostkamp,Onroerend erfgoed in Oostkamp,Bad Nauheim,Bruges,Kanaal Gent-Brugge
Brussels,list of protected immovable heritage in the municipality of Brussels,"Washington, D.C.",Etterbeek,Zenne
Liège,list of protected heritage sites in Liège,Ramallah,Oupeye,Meuse
Brussels,list of protected immovable heritage in the municipality of Brussels,Atlanta,Evere,Zenne
Namur,list of protected heritage sites in Namur,Bratislava,Gembloux,Sambre
Dinant,list of protected heritage sites in Dinant,Dinan,Yvoir,Meuse
Namur,list of protected heritage sites in Namur,Bratislava,Floreffe,Meuse
Dinant,list of protected heritage sites in Dinant,Dinan,Ciney,Meuse
Namur,list of protected heritage sites in Namur,Bratislava,Gembloux,Meuse
Malmedy,list of protected heritage sites in Malmedy,Beaune,Jalhay,Eau Rouge
Namur,list of protected heritage sites in Namur,Bratislava,Fernelmont,Meuse
