col0,col1,col2,col3,col4,col5
Gm5464,gene,house mouse,protein-coding gene,forward strand,Predicted gene 5464
Gm1587,gene,house mouse,protein-coding gene,reverse strand,Predicted gene 1587
Gm5113,gene,house mouse,protein-coding gene,forward strand,Predicted gene 5113
8030423J24Rik,non-coding RNA,house mouse,protein-coding gene,forward strand,RIKEN cDNA 8030423J24 gene
1700013D24Rik,non-coding RNA,house mouse,protein-coding gene,reverse strand,RIKEN cDNA 1700013D24 gene
8030423J24Rik,gene,house mouse,protein-coding gene,forward strand,RIKEN cDNA 8030423J24 gene
1700013D24Rik,gene,house mouse,protein-coding gene,reverse strand,RIKEN cDNA 1700013D24 gene
Gm9936,gene,house mouse,protein-coding gene,reverse strand,Predicted gene 9936
DNAJC9-AS1,pseudogene,Homo sapiens,gene,forward strand,Putative uncharacterized protein DNAJC9-AS1
ATP11AUN,gene,Homo sapiens,protein-coding gene,forward strand,ATP11A upstream neighbor
