col0,col1,col2,col3,col4
Taouyalte,1370,Taroudant Province,commune of Morocco,UTC±00:00
Tamaloukte,1001,Taroudant Province,commune of Morocco,UTC±00:00
Talmakante,771,Taroudant Province,commune of Morocco,UTC±00:00
"Taghzout, Morocco",966,Al Hoceïma Province,commune of Morocco,UTC±00:00
Tafraouten,1610,Taroudant Province,commune of Morocco,UTC±00:00
Tafingoult,1217,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Mzal,517,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Moussa Lhamri,2631,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Hsaine,1391,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Dahmane,2427,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Boumoussa,3557,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Boaal,774,Taroudant Province,commune of Morocco,UTC±00:00
Sidi Ahmed Ou Amar,3103,Taroudant Province,commune of Morocco,UTC±00:00
