col0,col1,col2,col3
cala de Bea,bay,Mediterranean Sea,Vandellòs i l'Hospitalet de l'Infant
cala de sa Barbacana,bay,Balearic Sea,Felanitx
cala de Bea,body of water,Mediterranean Sea,Vandellòs i l'Hospitalet de l'Infant
cala de sa Barbacana,body of water,Balearic Sea,Felanitx
Hartaanselkä,body of water,Oulujoki,Oulu
Litle Storglomvatnet,body of water,Storglomvatnet,Meløy
Midtvatnet,body of water,Flatråkervatnet,Tysnes
Danmark Fjord,fjord,Wandel Sea,Greenland
Lake Munmorah,body of water,Tuggerah Lake,New South Wales
Storvatnet,body of water,Svartevatn,Bykle
Søndre Bukkevatnet,body of water,Geitvatnet,Ballangen
Danmark Fjord,body of water,Wandel Sea,Greenland
Lake Agnano,body of water,Agnano,Naples
Taisho Inner-Port,body of water,Port of Osaka,Taishō-ku
Sløddfjorden,body of water,Ustevatn,Hol
