col0,col1,col2,col3,col4
München Rosenheimer Platz station,München Isartor station,1972-01-01,Munich S-Bahn,Haidhausen
Buckower Chaussee station,Marienfelde station,1946-05-01,Berlin S-Bahn,Marienfelde
Berlin-Hermsdorf station,Berlin-Frohnau station,1877-07-01,Berlin S-Bahn,Hermsdorf
Berlin-Rummelsburg railway station,Ostkreuz,1882-01-01,Berlin S-Bahn,Rummelsburg
Betriebsbahnhof Rummelsburg station,Berlin-Karlshorst station,1879-01-01,Berlin S-Bahn,Rummelsburg
Berlin-Tempelhof station,Berlin Südkreuz station,1872-01-01,Berlin U-Bahn,Tempelhof
Berlin Frankfurter Allee station,Ostkreuz,1872-05-01,Berlin S-Bahn,Friedrichshain
Berlin Savignyplatz station,Berlin Zoologischer Garten railway station,1896-08-01,Berlin S-Bahn,Charlottenburg
Berlin Messe Nord/ICC station,Berlin-Westend station,1916-04-01,Berlin S-Bahn,Charlottenburg
München-Obermenzing,München-Laim station,1905-12-23,Munich S-Bahn,Obermenzing
Berlin-Rummelsburg railway station,Ostkreuz,1902-01-01,Berlin S-Bahn,Rummelsburg
Yorckstraße station,Berlin Anhalter Bahnhof,1903-05-01,Berlin Yorckstraße station,Berlin-Schöneberg
Yorckstraße,Berlin Anhalter Bahnhof,1939-10-09,Berlin Yorckstraße station,Berlin-Schöneberg
