col0,col1,col2,col3,col4,col5,col6,col7
Northamptonshire,United Kingdom,2364.0051,Wellingborough,Leicestershire,non-metropolitan county,East Midlands,747622
Worcestershire,United Kingdom,1740.5141,Wyre Forest,Shropshire,ceremonial county of England,England,592057
Northamptonshire,United Kingdom,2364.0051,Wellingborough,Leicestershire,ceremonial county of England,East Midlands,747622
Cumbria,United Kingdom,6766.5996,Eden,Lancashire,ceremonial county of England,England,498888
Worcestershire,United Kingdom,1740.5141,Worcester,Shropshire,vice-county,England,592057
Oxfordshire,United Kingdom,2604.9318,Cherwell,Northamptonshire,non-metropolitan county,South East England,687524
Warwickshire,United Kingdom,1975.0787,Warwick,Staffordshire,non-metropolitan county,England,571010
Worcestershire,United Kingdom,1740.5141,Worcester,Shropshire,non-metropolitan county,England,592057
Oxfordshire,United Kingdom,2604.9318,Cherwell,Northamptonshire,ceremonial county of England,South East England,687524
Warwickshire,United Kingdom,1975.0787,Warwick,Staffordshire,ceremonial county of England,England,571010
Worcestershire,United Kingdom,1740.5141,Worcester,Shropshire,ceremonial county of England,England,592057
Surrey,United Kingdom,1662.5177,Guildford,West Sussex,non-metropolitan county,England,1189934
Hertfordshire,United Kingdom,1643.0648,Stevenage,Cambridgeshire,ceremonial county of England,East of England,1184365
Worcestershire,United Kingdom,1740.5141,Worcester,Shropshire,vice-county,West Midlands,592057
Warwickshire,United Kingdom,1975.0787,Warwick,Staffordshire,non-metropolitan county,West Midlands,571010
