col0,col1,col2,col3,col4
Charlotta B,27.05,2009-01-01,Liberia,feeder ship
Kristin Schepers,22.01,2007-01-01,Republic of Cyprus,feeder ship
Turnberry Kontor,23.45,2008-01-01,Marshall Islands,feeder ship
Navi Baltic,26.8,2009-01-01,Republic of Cyprus,feeder ship
Skogafoss,20.6,2007-01-01,Antigua and Barbuda,feeder ship
Iris Bolten,22.2,2008-01-01,Madeira,feeder ship
Iduna,21.7,2007-01-01,Republic of Cyprus,feeder ship
Cma Cgm Aristote,27.2,2007-01-01,United Kingdom,feeder ship
Emotion,25,2008-01-01,Netherlands,feeder ship
Andromeda J,22.2,2006-01-01,Republic of Cyprus,feeder ship
IMO 9354454,22.5,2006-01-01,Germany,feeder ship
Henneke Rambow,22.5,2007-01-01,Germany,feeder ship
Annabella S,22.5,2006-01-01,Liberia,feeder ship
Linda,21.3,2007-01-01,Finland,feeder ship
