col0,col1,col2,col3,col4,col5,col6
Berts dagbok,1987-01-01,Rabén & Sjögren,Öreskoga,Sören Olsson,Anders Jacobsson,children's novel
Berts första betraktelser,1990-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Berts bryderier,1995-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Berts bravader,1991-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Berts bekännelser,1992-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Berts bekymmer,1994-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Bert och brorsorna,1995-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Bert och bacillerna,1997-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Bert och Boysen,1996-01-01,Rabén & Sjögren,Öreskoga,Sonja Härdin,Anders Jacobsson,children's novel
Berts bravader,1991-01-01,Rabén & Sjögren,Gotland,Sonja Härdin,Anders Jacobsson,children's novel
Berts första betraktelser,1990-01-01,Rabén & Sjögren,Åland Islands,Sonja Härdin,Anders Jacobsson,children's novel
Berts vidare betraktelser,1990-01-01,Rabén & Sjögren,New York City,Sonja Härdin,Anders Jacobsson,children's novel
Berts bravader,1991-01-01,Rabén & Sjögren,Denmark,Sonja Härdin,Anders Jacobsson,children's novel
