col0,col1,col2,col3,col4,col5,col6
Lee Township,township of Iowa,36.24,Hamilton Township,United States of America,Franklin County,366
Green Township,township of Iowa,34.42,Rawles Township,United States of America,Fremont County,343
Wisner Township,township of Iowa,37,Grimes Township,United States of America,Franklin County,389
Washington Township,township of Iowa,51.24,Sidney Township,United States of America,Fremont County,279
Walnut Township,township of Iowa,25.2,Monroe Township,United States of America,Fremont County,338
Scott Township,township of Iowa,41.52,Lyons Township,United States of America,Fremont County,286
Ross Township,township of Iowa,31.34,Geneseo Township,United States of America,Franklin County,331
Reeve Township,township of Iowa,35.59,Ingham Township,United States of America,Franklin County,360
Prairie Township,township of Iowa,29.75,Riverside Township,United States of America,Fremont County,331
Osceola Township,township of Iowa,35.87,Geneva Township,United States of America,Franklin County,345
Oakland Township,township of Iowa,36.36,Morgan Township,United States of America,Franklin County,351
Madison Township,township of Iowa,39.67,Riverton Township,United States of America,Fremont County,306
Locust Grove Township,township of Iowa,31.15,Fisher Township,United States of America,Fremont County,352
Ingham Township,township of Iowa,36.31,West Fork Township,United States of America,Franklin County,317
