col0,col1,col2,col3
Stephen,Tapani,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Maria,Mariya,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Paul,Paulos,Ottův slovník naučný,Wikimedia disambiguation page
Wojciech,Vojtěch,Wiktionary,Wikimedia disambiguation page
Matrix,Matrico,Armenian Soviet Encyclopedia,Wikimedia disambiguation page
Abashev,Abashkin,Small Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Basil,Basili,Great Soviet Encyclopedia,Wikimedia disambiguation page
Leopold,Leopoldo,Small Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Felix,Felice,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Wolf,Wolff,Ottův slovník naučný,Wikimedia disambiguation page
Pavlov,Pavol,Ottův slovník naučný,Wikimedia disambiguation page
Maria,María,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
