col0,col1,col2,col3,col4,col5,col6
iodine-125,72,-88837.204,tellurium-125,59.407,2.5,1056287.5
iodine-133,80,-85858.26,xenon-133,20.83,3.5,1117879.098
iodine-129,76,-88507.125,xenon-129,15700000,3.5,1088242.71
iodine-114,61,-72796,antimony-113,2.1,1,951444
iodine-113,60,-71119.507,tin-109,6.6,2.5,941713.976
iodine-111,58,-64953.785,antimony-107,2.5,2.5,919405.674
iodine-119,66,-83765.53,tellurium-119,19.1,2.5,1002787.891
iodine-109,56,-57672.496,tellurium-108,93.5,0.5,895981.744
iodide ion i-123,70,-87943.727,tellurium-123,13.2235,2.5,1039251.354
iodine-132,79,-85703.49,xenon-132,2.295,4,1109652.984
iodine-115,62,-76337.797,tellurium-115,1.3,2.5,963074.86
iodine-121,68,-86251.449,tellurium-121,2.12,2.5,1021416.418
