col0,col1,col2,col3,col4,col5,col6,col7
2009 Rogers Masters,2010 Rogers Cup (men),tennis tournament edition by gender,2009 ATP World Tour,2009 Rogers Masters – Doubles,2008 Rogers Masters (men),Canada,Association of Tennis Professionals
2004 Rogers Cup,2005 Rogers Cup (men),tennis tournament edition,2004 ATP Tour,2004 Canada Masters – Doubles,2003 Canada Masters,Canada,Association of Tennis Professionals
2003 Canada Masters,2004 Rogers Cup (men),tennis tournament edition,2003 ATP Tour,2003 Canada Masters – Doubles,2002 Canada Masters,Canada,Association of Tennis Professionals
2011 Rogers Cup,2012 Rogers Cup (men),tennis tournament edition,2011 ATP World Tour,2011 Rogers Cup – Men's Doubles,2010 Rogers Cup (men),Canada,Association of Tennis Professionals
2010 Rogers Cup,2011 Rogers Cup (men),tennis tournament edition,2010 ATP World Tour,2010 Rogers Cup – Men's Singles,2009 Rogers Masters (men),Canada,Association of Tennis Professionals
1994 Canadian Open - men's tournament,1995 Canadian Open - men's tournament,Canadian Open (men),1994 ATP Tour,1994 Canadian Open – Singles,1993 Canadian Open - men's tournament,Canada,Association of Tennis Professionals
2009 Rogers Masters,2010 Rogers Cup (men),Canadian Open (men),2009 ATP World Tour,2009 Rogers Masters – Doubles,2008 Rogers Masters (men),Canada,Association of Tennis Professionals
2004 Rogers Cup,2005 Rogers Cup (men),Canadian Open (men),2004 ATP Tour,2004 Canada Masters – Doubles,2003 Canada Masters,Canada,Association of Tennis Professionals
2003 Canada Masters,2004 Rogers Cup (men),Canadian Open (men),2003 ATP Tour,2003 Canada Masters – Doubles,2002 Canada Masters,Canada,Association of Tennis Professionals
2011 Rogers Cup,2012 Rogers Cup (men),Canadian Open (men),2011 ATP World Tour,2011 Rogers Cup – Men's Doubles,2010 Rogers Cup (men),Canada,Association of Tennis Professionals
2010 Rogers Cup,2011 Rogers Cup (men),Canadian Open (men),2010 ATP World Tour,2010 Rogers Cup – Men's Singles,2009 Rogers Masters (men),Canada,Association of Tennis Professionals
