col0,col1,col2,col3,col4
rue du Tibre,Tiber,rue Damesme,13th arrondissement of Paris,76
rue Émile-Durkheim,Émile Durkheim,rue Choderlos-de-Laclos,13th arrondissement of Paris,240
rue du Moulinet,mill,rue Bobillot,13th arrondissement of Paris,388
rue du Javelot,javelin throw,rue Baudricourt,13th arrondissement of Paris,630
rue Émile-Durkheim,Émile Durkheim,quai François-Mauriac,13th arrondissement of Paris,240
rue du Moulinet,mill,passage Vandrezanne,13th arrondissement of Paris,388
rue Émile-Durkheim,Émile Durkheim,avenue de France,13th arrondissement of Paris,240
rue du Moulinet,mill,avenue d'Italie,13th arrondissement of Paris,388
rue Pau-Casals,Pau Casals,rue Émile-Durkheim,13th arrondissement of Paris,85
rue Thomas-Mann,Thomas Mann,rue du Chevaleret,13th arrondissement of Paris,420
rue René-Goscinny,René Goscinny,rue des Frigos,13th arrondissement of Paris,175
