col0,col1,col2,col3,col4,col5,col6
Maryland,UTC−05:00,Virginia,flag of Maryland,Portal:Maryland,Constitution of Maryland,Robert C. Murphy Courts of Appeal Building
New York,UTC−05:00,Ontario,flag of New York,Portal:New York,New York Constitution,West Side Stadium
Rhode Island,Eastern Time Zone,Massachusetts,flag of Rhode Island,Portal:Rhode Island,Constitution of Rhode Island,T. F. Green Airport station
Pennsylvania,UTC−05:00,West Virginia,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,River Vue
New York,UTC−05:00,Ontario,flag of New York,Portal:New York,New York Constitution,Adam Clayton Powell Jr. State Office Building
Rhode Island,Eastern Time Zone,Massachusetts,flag of Rhode Island,Portal:Rhode Island,Constitution of Rhode Island,McCoy Stadium
Pennsylvania,UTC−05:00,West Virginia,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,Pennhurst State School and Hospital
New York,UTC−05:00,Vermont,flag of New York,Portal:New York,New York Constitution,Buffalo–Depew station
Ohio,Eastern Time Zone,Michigan,flag of Ohio,Portal:Ohio,Constitution of Ohio,Rhodes State Office Tower
New Mexico,UTC−07:00,Chihuahua,flag of New Mexico,Portal:New Mexico,Constitution of New Mexico,New Mexico—Japan Liason Office
Tennessee,Eastern Time Zone,Alabama,flag of Tennessee,Portal:Tennessee,Constitution of Tennessee,William R. Snodgrass Tennessee Tower
Texas,America/Chicago,Chihuahua,flag of Texas,Portal:Texas,Constitution of Texas,Permanent School Fund
Minnesota,UTC−06:00,Michigan,flag of Minnesota,Portal:Minnesota,Minnesota Constitution,National Sports Center
