col0,col1,col2,col3,col4,col5,col6
North Jeolla Province municipal council,North Jeolla Province,35,38,Wansan-gu,North Jeolla Province councilor,unicameral legislature
Gyeonggi Province municipal council,Gyeonggi Province,117,128,Suwon,Gyeonggi Province councilor,unicameral legislature
Jeju municipal council,Jeju Province,30,36,Jeju,Jeju councilor,unicameral legislature
North Chungcheong Province municipal council,North Chungcheong Province,29,31,Sangdang-gu,North Chungcheong Province councilor,unicameral legislature
South Chungcheong Province municipal council,South Chungcheong Province,37,40,Yesan County,South Chungcheong Province councilor,unicameral legislature
South Jeolla Province municipal council,South Jeolla Province,53,58,Muan County,South Jeolla Province councilor,unicameral legislature
Incheon municipal council,Incheon,32,35,Namdong District,Incheon councilor,unicameral legislature
Ulsan municipal council,Ulsan,20,22,Nam District,Ulsan councilor,unicameral legislature
Busan municipal council,Busan,43,47,Yeonje District,Busan councilor,unicameral legislature
Daejeon municipal council,Daejeon,20,22,Seo District,Daejeon councilor,unicameral legislature
Daegu municipal council,Daegu,28,30,Jung District,Daegu councilor,unicameral legislature
South Gyeongsang Province municipal council,South Gyeongsang Province,51,55,Uichang-gu,South Gyeongsang Province councilor,unicameral legislature
