col0,col1,col2,col3,col4,col5
Main building of National Museum in Prague,museum building,New Town,National Museum,Josef Schulz,cultural monument of the Czech Republic
Sabatini Building,museum building,Madrid,Museo Nacional Centro de Arte Reina Sofía,Francesco Sabatini,Bien de Interés Cultural
A Block,barracks,Chester Castle,Chester Castle,Thomas Harrison,Grade I listed building
Musée de la civilisation,museum building,La Cité-Limoilou,Old Quebec,Moshe Safdie,part of a Quebec heritage property
National Museum of Western Art,museum building,Taitō-ku,Ueno  Imperial Grant Park,Le Corbusier,part of World Heritage Site
Ateneum,museum building,Helsinki,Finnish National Gallery,Theodor Höijer,building protected by Decree 480/85 in Finland
Münchner Haus der Kulturinstitute,museum building,Maxvorstadt,Kunstareal,Paul Troost,architectural heritage monument in Bavaria
Solomon R. Guggenheim Museum,museum building,Manhattan,The 20th-Century Architecture of Frank Lloyd Wright,Frank Lloyd Wright,National Historic Landmark
Neues Museum,museum building,Mitte,Berlin State Museums,Friedrich August Stüler,architectural heritage monument
Sforza Castle,museum building,Milan,Mura medievali di Milano,Filarete,Italian national heritage
Solomon R. Guggenheim Museum,tourist attraction,Manhattan,The 20th-Century Architecture of Frank Lloyd Wright,Frank Lloyd Wright,National Historic Landmark
National Museum of Western Art,art museum,Taitō-ku,Ueno  Imperial Grant Park,Le Corbusier,part of World Heritage Site
Ateneum,art museum,Helsinki,Finnish National Gallery,Theodor Höijer,building protected by Decree 480/85 in Finland
