col0,col1,col2,col3,col4,col5
2004 South Korean Badminton Championships,2005 South Korean Badminton Championships,Seoul,2004-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
2000 South Korean Badminton Championships,2001 South Korean Badminton Championships,Incheon,2000-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1988 South Korean Badminton Championships,1989 South Korean Badminton Championships,Busan,1988-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1992 South Korean Badminton Championships,1993 South Korean Badminton Championships,Seoul,1992-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1994 South Korean Badminton Championships,1995 South Korean Badminton Championships,Seoul,1994-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1990 South Korean Badminton Championships,1991 South Korean Badminton Championships,Seoul,1990-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1986 South Korean Badminton Championships,1987 South Korean Badminton Championships,Seoul,1986-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1978 South Korean Badminton Championships,1979 South Korean Badminton Championships,Seoul,1978-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1976 South Korean Badminton Championships,1977 South Korean Badminton Championships,Seoul,1976-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1989 South Korean Badminton Championships,1990 South Korean Badminton Championships,Seoul,1989-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1982 South Korean Badminton Championships,1984 South Korean Badminton Championships,Seoul,1982-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1981 South Korean Badminton Championships,1982 South Korean Badminton Championships,Seoul,1981-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
