col0,col1,col2,col3,col4
Fujian,province of China,Fuzhou,Nagasaki Prefecture,People's Republic of China
Anhui,province of China,Chuzhou,Kōchi Prefecture,People's Republic of China
Hebei,province of China,Shijiazhuang,Nagano Prefecture,People's Republic of China
Sichuan,province of China,Yibin,Ceprano,People's Republic of China
Hainan,island,Dongfang,Hyōgo Prefecture,People's Republic of China
Shaanxi,province of China,Xi'an,Kyōto Prefecture,People's Republic of China
Guizhou,province of China,Zunyi,Suceava,People's Republic of China
Shanxi,province of China,Taiyuan,Saitama Prefecture,People's Republic of China
Hunan,province of China,Hengyang,Shiga Prefecture,People's Republic of China
Jilin,province of China,Changchun,Shimane Prefecture,People's Republic of China
Liaoning,province of China,Huludao,Kanagawa Prefecture,People's Republic of China
