col0,col1,col2,col3,col4
Brno,1091-01-01,Moravia,second largest city,Obec přátelská rodině
Jablonec nad Nisou,1356-01-01,Jablonec nad Nisou District,cadastral area in the Czech Republic,Obec přátelská rodině
Mladá Boleslav,1130-01-01,Mladá Boleslav District,municipality with town privileges in the Czech Republic,Fairtrade Town
Český Krumlov,1253-01-01,Český Krumlov District,municipality with town privileges in the Czech Republic,Fairtrade Town
Hradec Králové,1225-01-01,Hradec Králové District,municipality with town privileges in the Czech Republic,Obec přátelská rodině
Kroměříž,1107-01-01,Kroměříž District,municipality with town privileges in the Czech Republic,Fairtrade Town
Jablonec nad Nisou,1356-01-01,Jablonec nad Nisou District,municipality with town privileges in the Czech Republic,Obec přátelská rodině
Plzeň,1295-01-01,Plzeň Region,municipality with town privileges in the Czech Republic,European Capital of Culture
Brno,1091-01-01,Moravia,municipality with town privileges in the Czech Republic,Obec přátelská rodině
Hradec Králové,1225-01-01,Hradec Králové District,capital of region,Obec přátelská rodině
Plzeň,1295-01-01,Plzeň Region,capital of region,European Capital of Culture
