col0,col1,col2,col3
Hecate,Zeus,religion in ancient Greece,Armenian Soviet Encyclopedia
Selene,Hyperion,religion in ancient Greece,Ottův slovník naučný
Aphrodite,Zeus,religion in ancient Greece,Ottův slovník naučný
Ceres,Saturn,religion in ancient Rome,Ottův slovník naučný
Minerva,Jupiter,religion in ancient Rome,Ottův slovník naučný
Aphrodite,Cronus,religion in ancient Greece,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Athena,Zeus,religion in ancient Greece,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Aphrodite,Zeus,religion in ancient Greece,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Ceres,Saturn,religion in ancient Rome,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Minerva,Jupiter,religion in ancient Rome,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Hecate,Perses,religion in ancient Greece,1911 Encyclopædia Britannica
Rhea,Uranus,religion in ancient Greece,1911 Encyclopædia Britannica
