col0,col1,col2,col3,col4
Kyoto Tamba Kogen Quasi-National Park,2016-03-25,Japan,quasi-national park of Japan,Kyōto Prefecture
Noto Hantō Quasi-National Park,1968-05-01,Japan,quasi-national park of Japan,Ishikawa Prefecture
Tango-Amanohashidate-Ōeyama Quasi-National Park,2007-08-03,Japan,quasi-national park of Japan,Kyōto Prefecture
Echigo Sanzan-Tadami Quasi-National Park,1973-05-15,Japan,quasi-national park of Japan,Fukushima Prefecture
Sado-Yahiko-Yoneyama Quasi-National Park,1950-07-27,Japan,quasi-national park of Japan,Niigata Prefecture
Kurikoma Quasi-National Park,1968-01-01,Japan,quasi-national park of Japan,Miyagi Prefecture
Meiji no Mori Takao Quasi-National Park,1967-12-11,Japan,quasi-national park of Japan,Tokyo
Yatsugatake-Chūshin Kōgen Quasi-National Park,1964-06-01,Japan,quasi-national park of Japan,Chūbu region
Tenryū-Okumikawa Quasi-National Park,1969-10-01,Japan,quasi-national park of Japan,Chūbu region
Hiba-Dogo-Taishaku Quasi-National Park,1963-07-24,Japan,quasi-national park of Japan,Shimane Prefecture
Genkai Quasi-National Park,1956-06-01,Japan,quasi-national park of Japan,Fukuoka Prefecture
Ishizuchi Quasi-National Park,1955-11-01,Japan,quasi-national park of Japan,Ehime Prefecture
Tsurugisan Quasi-National Park,1964-03-03,Japan,quasi-national park of Japan,Kōchi Prefecture
Mikawa-wan Quasi-National Park,1958-04-10,Japan,quasi-national park of Japan,Aichi Prefecture
