col0,col1,col2,col3
EV-E301 series,electric multiple unit train,Yokohama,East Japan Railway Company
BEC819 series,battery electric multiple unit,Kudamatsu,Kyushu Railway Company
305 series,electric multiple unit train,Kudamatsu,Kyushu Railway Company
Hankyu 1000 series,electric multiple unit train,Kudamatsu,Hankyu Corporation
British Rail Mark 5,passenger car,Beasain,Caledonian Sleeper
British Rail Class 755,electric multiple unit train,Bussnang,Greater Anglia
Odakyu 70000 series GSE,electric multiple unit train,Toyokawa,Odakyu Electric Railway
British Rail Class 399,Vossloh Citylink,Valencia,Supertram
Meitetsu 3150 series,electric multiple unit train,Toyokawa,Meitetsu
R65,subway car,Kōbe,New York City Subway
R127/R134,subway car,Kōbe,New York City Subway
