col0,col1,col2,col3,col4,col5
Battle of Cape Henry,American Revolutionary War,1781-03-16,United States of America,Great Britain,naval battle
Action of 2 May 1707,War of the Spanish Succession,1707-05-02,United Kingdom,Great Britain,naval battle
Action of 6 July 1746,War of the Austrian Succession,1746-07-06,France,United Kingdom,naval battle
Battle of Mizushima,Genpei War,1183-11-24,Japan,Minamoto clan,naval battle
Battle of Flamborough Head,American Revolutionary War,1779-09-23,United Kingdom,OOF,naval battle
Battle of Cartagena,Seven Years' War,1758-02-28,Spain,Great Britain,naval battle
Battle of Porto Praya,American Revolutionary War,1781-04-16,Cape Verde,Great Britain,naval battle
Battle of Pondicherry,Seven Years' War,1759-09-10,France,United Kingdom,naval battle
Battle of Cuddalore,Seven Years' War,1758-04-29,France,United Kingdom,naval battle
Battle of Negapatam,Seven Years' War,1758-08-03,France,United Kingdom,naval battle
Battle of Cape Henry,American Revolutionary War,1781-03-16,United States of America,Great Britain,battle
