col0,col1,col2,col3,col4
Sarapiquí Canton,Costa Rica,Heredia Province,292,Puerto Viejo de Sarapiquí
Grecia Canton,Costa Rica,Alajuela Province,974,Sarapiquí Canton
Escazú Canton,Costa Rica,San José Province,1038,Escazú District
Pérez Zeledón Canton,Costa Rica,San José Province,721,San Isidro de El General
Barva Canton,Costa Rica,Heredia Province,1895,Barva
Tarrazú Canton,Costa Rica,San José Province,1484,San Marcos
Poás Canton,Costa Rica,Alajuela Province,1176,San Pedro de Poás
Montes de Oca Canton,Costa Rica,San José Province,1205,"San Pedro, Costa Rica"
El Guarco Canton,Costa Rica,Provincia de Cartago,1939,El Tejar del Guarco
Los Chiles Canton,Costa Rica,Alajuela Province,50,Los Chiles
Naranjo Canton,Costa Rica,Alajuela Province,1180,Naranjo de Alajuela
