col0,col1,col2,col3,col4,col5,col6
NGC 4138,William Herschel,[CHM2007] LDC 867,182.3741167,J2000.0,872,1788-01-01
NGC 4151,William Herschel,[CHM2007] LDC 867,182.6357382282221,J2000.0,949.5,1787-03-17
NGC 3982,William Herschel,[CHM2007] LDC 867,179.1173708,J2000.0,1108,1789-04-14
NGC 5033,William Herschel,[CHM2007] LDC 867,198.3647292,J2000.0,873,1785-05-01
NGC 3822,William Herschel,[CHM2007] LDC 835,175.5462502590625,J2000.0,6047.8,1784-03-15
NGC 3758,Ralph Copeland,[CHM2007] LDC 826,174.1222083,J2000.0,8909,1874-03-18
NGC 3516,William Herschel,[CHM2007] LDC 760,166.6977485028398,J2000.0,2582.6,1785-01-01
NGC 2639,William Herschel,[CHM2007] LDC 588,130.9087208,J2000.0,3121.5,1788-01-01
NGC 2617,Édouard Stephan,[CHM2007] LDC 584,128.9116585988147,J2000.0,4208,1885-02-12
NGC 1685,"William Parsons, 3rd Earl of Rosse",[CHM2007] LDC 351,73.1429142294648,J2000.0,4553,1850-01-01
NGC 1566,James Dunlop,[CHM2007] LDC 328,65.001675003773,J2000.0,1504,1826-05-28
NGC 1346,Édouard Stephan,[CHM2007] LDC 261,52.5552708634749,J2000.0,4012,1876-12-15
NGC 1365,James Dunlop,[CHM2007] LDC 249,53.4019083,J2000.0,1638,1826-11-24
NGC 1218,Lewis A. Swift,[CHM2007] LDC 223,47.109265845,J2000.0,8484.8,1886-09-06
NGC 1019,Édouard Stephan,[CHM2007] LDC 179,39.6142542,J2000.0,7289,1880-12-01
