col0,col1,col2,col3,col4,col5
Can You Feel the Love Tonight,pop music,1994-01-01,Jason Derulo,177,The Lion King
Circle of Life,pop music,1994-08-01,Carmen Twillie,239,The Lion King
Hakuna Matata,pop music,1994-01-01,Jimmy Cliff,213,The Lion King
Circle of Life,pop music,1994-08-01,Lebo M.,239,The Lion King
I Just Can't Wait to Be King,worldbeat,1994-01-01,Rowan Atkinson,169,The Lion King
Fixer Upper,show tune,2013-11-25,Maia Wilson,182,Frozen
Love Is an Open Door,pop music,2013-11-25,Santino Fontana,127,Frozen
In Summer,show tune,2013-11-25,Josh Gad,114,Frozen
Reindeer,contemporary folk music,2013-11-25,Jonathan Groff,50,Frozen
Love Is an Open Door,show tune,2013-11-25,Kristen Bell,127,Frozen
For the First Time in Forever,show tune,2013-11-25,Kristen Bell,225,Frozen
Do You Want to Build a Snowman?,show tune,2013-11-25,Kristen Bell,207,Frozen
