col0,col1,col2,col3,col4
iPhone 8 Plus,-20,iPhone 7 Plus,iPhone,202
iPhone X,-20,iPhone 7,iPhone,174
iPhone 8,-20,iPhone 7,iPhone,148
iPhone 7 Plus,-20,iPhone 6S Plus,iPhone,188
iPhone 7,-20,iPhone 6S,iPhone,138
iPhone 6S Plus,-20,iPhone 6 Plus,iPhone,192
iPhone 6S,-20,iPhone 6,iPhone,143
iPhone 6 Plus,-20,iPhone 5C,iPhone,172
iPhone 6,-20,iPhone 5C,iPhone,129
iPhone 6 Plus,-20,iPhone 5S,iPhone,172
iPhone 6,-20,iPhone 5S,iPhone,129
iPhone 4S,-20,iPhone 4,iPhone,140
iPhone 7,-20,iPhone SE,iPhone,138
iPhone 3GS,-20,iPhone 3G,iPhone,135
