col0,col1,col2,col3,col4,col5,col6,col7
HD 8949,7.9613549894662,8.3801,-7.471,6.214,suspected variable,4805,720
HD 8498,-30.9456149438354,4.4877,-45.643,5.819,suspected variable,3706,2
HD 113778,-41.5884432460339,9.7869,-15.036,5.588,suspected variable,4821,123
41 Piscium,8.1902726407652,7.4158,-3.68,5.37,suspected variable,4539,126
Rho Piscium,19.1723484982154,39.0724,-26.056,5.344,suspected variable,6817,13180
87 Piscium,16.1334908612178,5.6996,-29.544,5.962,suspected variable,12560,14450
40 Cassiopeiae,73.0400370013427,6.8758,-13.364,5.281,optical double,4980,316
HD 8949,7.9613549894662,8.3801,-7.471,6.214,high proper-motion star,4805,720
Rho Piscium,19.1723484982154,39.0724,-26.056,5.344,astrophysical X-ray source,6817,13180
Zeta Piscium B,7.5782440730054,24.2497,-53.374,6.32,spectroscopic binary star,6848,12600
87 Piscium,16.1334908612178,5.6996,-29.544,5.962,spectroscopic binary star,12560,14450
