col0,col1,col2,col3,col4
Belarusian Super Cup,association football,July,national association football supercup,2010-01-01
Faroe Islands Super Cup,association football,March,national association football supercup,2007-01-01
Slovenian Supercup,association football,July,national association football supercup,1995-01-01
Macedonian Super Cup,association football,July,national association football supercup,2011-01-01
Supercupa României,association football,August,national association football supercup,1994-01-01
Johan Cruijff Shield,association football,August,national association football supercup,1949-01-01
Japanese Super Cup,association football,February,national association football supercup,1977-01-01
Azerbaijan Supercup,association football,June,national association football supercup,1993-01-01
Czech Supercup,association football,July,national association football supercup,2010-01-01
Supercopa de España,association football,January,national association football supercup,1982-01-01
Polish SuperCup,association football,July,national association football supercup,1983-01-01
Croatian Supercup,association football,July,national association football supercup,1992-01-01
